market_date,instrument,issuer,sector,best_bid_quantity,best_bid_price,best_ask_quantity,best_ask_price,last_price,opening_price,change_pct,trading_volume,high_price,low_price
2026-08-27,ATW,ATTIJARIWAFA BANK,Banks                                             ,86,706.1,490,707,706.1,705.1,0.16,33145044.4,708,702
